location_key,country_name,year,month,quarter,tong_ca_mac_moi,tong_ca_tu_vong,tong_ca_phuc_hoi,tong_xet_nghiem,luy_ke_ca_mac,luy_ke_tu_vong,so_ngay_ghi_nhan,ty_le_tu_vong_pct,ca_mac_tb_ngay,ca_mac_thang_truoc,toc_do_tang_truong_pct,xu_huong_dich
SG,Singapore,2020,4,Q2,16101,13,0,0,17101,16,30,0.081,537,894,1701,Bung phat cuc manh (>100%)
SG,Singapore,2020,5,Q2,18191,8,0,0,35292,24,31,0.044,587,16101,13,Tang nhe (0-20%)
SG,Singapore,2020,6,Q2,8830,2,0,0,44122,26,30,0.023,294,18191,-51.5,Suy giam manh (<-20%)
SG,Singapore,2020,7,Q3,8390,1,0,0,52512,27,31,0.012,271,8830,-5,Giam nhe (0 den -20%)
SG,Singapore,2020,8,Q3,4340,0,0,0,56852,27,31,0,140,8390,-48.3,Suy giam manh (<-20%)
SG,Singapore,2020,9,Q3,932,0,0,0,57784,27,30,0,31,4340,-78.5,Suy giam manh (<-20%)
SG,Singapore,2020,10,Q4,235,1,0,0,58019,28,31,0.426,8,932,-74.8,Suy giam manh (<-20%)
SG,Singapore,2020,11,Q4,209,1,0,0,58228,29,30,0.478,7,235,-11.1,Giam nhe (0 den -20%)
SG,Singapore,2020,12,Q4,401,0,0,0,58629,29,31,0,13,209,91.9,Dang tang nhanh (>20%)
SG,Singapore,2021,1,Q1,936,0,0,0,59565,29,31,0,30,401,133.4,Bung phat cuc manh (>100%)
SG,Singapore,2021,2,Q1,383,0,0,0,59948,29,28,0,14,936,-59.1,Suy giam manh (<-20%)
SG,Singapore,2021,3,Q1,459,1,0,0,60407,30,31,0.218,15,383,19.8,Tang nhe (0-20%)
SG,Singapore,2021,4,Q2,772,1,0,0,61179,31,30,0.13,26,459,68.2,Dang tang nhanh (>20%)
SG,Singapore,2021,5,Q2,890,2,0,0,62069,33,31,0.225,29,772,15.3,Tang nhe (0-20%)
SG,Singapore,2021,6,Q2,520,3,0,0,62589,36,30,0.577,17,890,-41.6,Suy giam manh (<-20%)
SG,Singapore,2021,7,Q3,2513,1,0,0,65102,37,31,0.04,81,520,383.3,Bung phat cuc manh (>100%)
SG,Singapore,2021,8,Q3,2698,18,0,0,67800,55,31,0.667,87,2513,7.4,Tang nhe (0-20%)
SG,Singapore,2021,9,Q3,31630,48,0,0,99430,103,30,0.152,1054,2698,1072.3,Bung phat cuc manh (>100%)
SG,Singapore,2021,10,Q4,101414,318,0,0,200844,421,31,0.314,3271,31630,220.6,Bung phat cuc manh (>100%)
SG,Singapore,2021,11,Q4,65205,305,0,0,266049,726,30,0.468,2174,101414,-35.7,Suy giam manh (<-20%)
SG,Singapore,2021,12,Q4,13812,103,0,0,279861,829,31,0.746,446,65205,-78.8,Suy giam manh (<-20%)
SG,Singapore,2022,1,Q1,79214,29,0,3549100,359075,858,31,0.037,2555,13812,473.5,Bung phat cuc manh (>100%)
SG,Singapore,2022,2,Q1,389429,172,0,6105500,748504,1030,28,0.044,13908,79214,391.6,Bung phat cuc manh (>100%)
SG,Singapore,2022,3,Q1,352934,240,0,2662400,1101438,1270,31,0.068,11385,389429,-9.4,Giam nhe (0 den -20%)
SG,Singapore,2022,4,Q2,98202,66,0,1017500,1199640,1336,30,0.067,3273,352934,-72.2,Suy giam manh (<-20%)
SG,Singapore,2022,5,Q2,107231,53,0,807000,1306871,1389,31,0.049,3459,98202,9.2,Tang nhe (0-20%)
SG,Singapore,2022,6,Q2,146284,27,0,457000,1453155,1416,30,0.018,4876,107231,36.4,Dang tang nhanh (>20%)
SG,Singapore,2022,7,Q3,265610,104,0,0,1718765,1520,31,0.039,8568,146284,81.6,Dang tang nhanh (>20%)
SG,Singapore,2022,8,Q3,122523,73,0,0,1841288,1593,31,0.06,3952,265610,-53.9,Suy giam manh (<-20%)
SG,Singapore,2022,9,Q3,25880,11,0,0,1867168,1604,13,0.043,1991,122523,-78.9,Suy giam manh (<-20%)
TH,Thái Lan,2020,1,Q1,20,0,0,1070,19,0,31,0,1,,,-- Thang dau --
TH,Thái Lan,2020,2,Q1,23,0,0,8639,42,0,29,0,1,20,15,Tang nhe (0-20%)
TH,Thái Lan,2020,3,Q1,1609,10,342,56531,1651,10,31,0.622,52,23,6895.7,Bung phat cuc manh (>100%)
TH,Thái Lan,2020,4,Q2,1303,44,2345,161745,2954,54,30,3.377,43,1609,-19,Giam nhe (0 den -20%)
TH,Thái Lan,2020,5,Q2,127,3,276,225844,3081,57,31,2.362,4,1303,-90.3,Suy giam manh (<-20%)
TH,Thái Lan,2020,6,Q2,90,1,93,200946,3171,58,30,1.111,3,127,-29.1,Suy giam manh (<-20%)
TH,Thái Lan,2020,7,Q3,139,0,69,141724,3310,58,31,0,4,90,54.4,Dang tang nhanh (>20%)
TH,Thái Lan,2020,8,Q3,102,0,127,128281,3412,58,31,0,3,139,-26.6,Suy giam manh (<-20%)
TH,Thái Lan,2020,9,Q3,152,1,122,132933,3564,59,30,0.658,5,102,49,Dang tang nhanh (>20%)
TH,Thái Lan,2020,10,Q4,216,0,216,136578,3780,59,31,0,7,152,42.1,Dang tang nhanh (>20%)
TH,Thái Lan,2020,11,Q4,218,1,213,112473,3998,60,30,0.459,7,216,0.9,Tang nhe (0-20%)
TH,Thái Lan,2020,12,Q4,2886,1,437,337183,6884,61,31,0.035,93,218,1223.9,Bung phat cuc manh (>100%)
TH,Thái Lan,2021,1,Q1,11898,16,7375,733836,18782,77,31,0.134,384,2886,312.3,Bung phat cuc manh (>100%)
TH,Thái Lan,2021,2,Q1,7169,6,13513,427962,25951,83,28,0.084,256,11898,-39.7,Suy giam manh (<-20%)
TH,Thái Lan,2021,3,Q1,2912,11,2298,496100,28863,94,31,0.378,94,7169,-59.4,Suy giam manh (<-20%)
TH,Thái Lan,2021,4,Q2,36290,109,8828,1511794,65153,203,30,0.3,1210,2912,1146.2,Bung phat cuc manh (>100%)
TH,Thái Lan,2021,5,Q2,94639,828,72091,1973239,159792,1031,31,0.875,3053,36290,160.8,Bung phat cuc manh (>100%)
TH,Thái Lan,2021,6,Q2,99509,992,99134,1848827,259301,2023,30,0.997,3317,94639,5.1,Tang nhe (0-20%)
TH,Thái Lan,2021,7,Q3,337986,2834,184441,2002422,597287,4857,31,0.838,10903,99509,239.7,Bung phat cuc manh (>100%)
TH,Thái Lan,2021,8,Q3,607442,6732,629852,1767406,1204729,11589,31,1.108,19595,337986,79.7,Dang tang nhanh (>20%)
TH,Thái Lan,2021,9,Q3,398745,5138,448901,1431711,1603474,16727,30,1.289,13292,607442,-34.4,Suy giam manh (<-20%)
TH,Thái Lan,2021,10,Q4,308550,2478,321455,1460133,1912024,19205,31,0.803,9953,398745,-22.6,Suy giam manh (<-20%)
TH,Thái Lan,2021,11,Q4,203848,1566,227300,1329210,2115872,20771,30,0.768,6795,308550,-33.9,Suy giam manh (<-20%)
TH,Thái Lan,2021,12,Q4,107563,927,149066,1127980,2223435,21698,31,0.862,3470,203848,-47.2,Suy giam manh (<-20%)
TH,Thái Lan,2022,1,Q1,217107,475,165556,1705925,2440542,22173,31,0.219,7003,107563,101.8,Bung phat cuc manh (>100%)
TH,Thái Lan,2022,2,Q1,451385,760,321299,1685732,2891927,22933,28,0.168,16121,217107,107.9,Bung phat cuc manh (>100%)
TH,Thái Lan,2022,3,Q1,736420,2197,701098,1789683,3628347,25130,31,0.298,23755,451385,63.1,Dang tang nhanh (>20%)
TH,Thái Lan,2022,4,Q2,622602,3396,714409,1232450,4250949,28526,30,0.545,20753,736420,-15.5,Giam nhe (0 den -20%)
TH,Thái Lan,2022,5,Q2,199508,1493,309721,543213,4450457,30019,31,0.748,6436,622602,-68,Suy giam manh (<-20%)
TH,Thái Lan,2022,6,Q2,72458,629,87759,22233,4522915,30648,30,0.868,2415,199508,-63.7,Suy giam manh (<-20%)
TH,Thái Lan,2022,7,Q3,67261,737,67294,0,4590176,31385,31,1.096,2170,72458,-7.2,Giam nhe (0 den -20%)
TH,Thái Lan,2022,8,Q3,60743,918,67232,0,4650919,32303,31,1.511,1959,67261,-9.7,Giam nhe (0 den -20%)
TH,Thái Lan,2022,9,Q3,21227,300,26534,0,4672146,32603,16,1.413,1327,60743,-65.1,Suy giam manh (<-20%)
TL,Timor-Leste,2020,1,Q1,0,0,0,0,0,0,31,0,0,,,-- Thang dau --
TL,Timor-Leste,2020,2,Q1,0,0,0,0,0,0,29,0,0,0,,-- Thang dau --
TL,Timor-Leste,2020,3,Q1,1,0,0,0,1,0,31,0,0,0,,-- Thang dau --
TL,Timor-Leste,2020,4,Q2,23,0,0,0,24,0,30,0,1,1,2200,Bung phat cuc manh (>100%)
TL,Timor-Leste,2020,5,Q2,0,0,0,0,24,0,31,0,0,23,-100,Suy giam manh (<-20%)
TL,Timor-Leste,2020,6,Q2,0,0,0,0,24,0,30,0,0,0,,-- Thang dau --
TL,Timor-Leste,2020,7,Q3,0,0,0,0,24,0,31,0,0,0,,-- Thang dau --
TL,Timor-Leste,2020,8,Q3,3,0,0,0,27,0,31,0,0,0,,-- Thang dau --
TL,Timor-Leste,2020,9,Q3,1,0,0,0,28,0,30,0,0,3,-66.7,Suy giam manh (<-20%)
TL,Timor-Leste,2020,10,Q4,2,0,0,0,30,0,31,0,0,1,100,Dang tang nhanh (>20%)
TL,Timor-Leste,2020,11,Q4,1,0,0,0,31,0,30,0,0,2,-50,Suy giam manh (<-20%)
TL,Timor-Leste,2020,12,Q4,13,0,0,0,44,0,31,0,0,1,1200,Bung phat cuc manh (>100%)
TL,Timor-Leste,2021,1,Q1,31,0,0,0,75,0,31,0,1,13,138.5,Bung phat cuc manh (>100%)
TL,Timor-Leste,2021,2,Q1,38,0,0,0,113,0,28,0,1,31,22.6,Dang tang nhanh (>20%)
TL,Timor-Leste,2021,3,Q1,564,0,0,0,677,0,31,0,18,38,1384.2,Bung phat cuc manh (>100%)
TL,Timor-Leste,2021,4,Q2,1767,4,0,0,2444,4,30,0.226,59,564,213.3,Bung phat cuc manh (>100%)
TL,Timor-Leste,2021,5,Q2,4866,12,0,0,7310,16,31,0.247,157,1767,175.4,Bung phat cuc manh (>100%)
TL,Timor-Leste,2021,6,Q2,2051,8,0,0,9361,24,30,0.39,68,4866,-57.9,Suy giam manh (<-20%)
TL,Timor-Leste,2021,7,Q3,1621,2,0,938,10982,26,31,0.123,52,2051,-21,Suy giam manh (<-20%)
TL,Timor-Leste,2021,8,Q3,6201,48,0,5235,17183,74,31,0.774,200,1621,282.5,Bung phat cuc manh (>100%)
TL,Timor-Leste,2021,9,Q3,2380,44,0,1332,19563,118,30,1.849,79,6201,-61.6,Suy giam manh (<-20%)
TL,Timor-Leste,2021,10,Q4,227,4,0,0,19790,122,31,1.762,7,2380,-90.5,Suy giam manh (<-20%)
TL,Timor-Leste,2021,11,Q4,35,0,0,0,19825,122,30,0,1,227,-84.6,Suy giam manh (<-20%)
TL,Timor-Leste,2021,12,Q4,14,0,0,0,19839,122,31,0,0,35,-60,Suy giam manh (<-20%)
TL,Timor-Leste,2022,1,Q1,297,0,0,0,20136,122,31,0,10,14,2021.4,Bung phat cuc manh (>100%)
TL,Timor-Leste,2022,2,Q1,2596,7,0,1649,22732,129,28,0.27,93,297,774.1,Bung phat cuc manh (>100%)
TL,Timor-Leste,2022,3,Q1,100,1,0,0,22832,130,31,1,3,2596,-96.1,Suy giam manh (<-20%)
TL,Timor-Leste,2022,4,Q2,42,0,0,0,22874,130,30,0,1,100,-58,Suy giam manh (<-20%)
TL,Timor-Leste,2022,5,Q2,43,1,0,0,22917,131,31,2.326,1,42,2.4,Tang nhe (0-20%)
TL,Timor-Leste,2022,6,Q2,42,2,0,0,22959,133,30,4.762,1,43,-2.3,Giam nhe (0 den -20%)
TL,Timor-Leste,2022,7,Q3,60,0,0,0,23019,133,31,0,2,42,42.9,Dang tang nhanh (>20%)
TL,Timor-Leste,2022,8,Q3,160,5,0,0,23179,138,31,3.125,5,60,166.7,Bung phat cuc manh (>100%)
TL,Timor-Leste,2022,9,Q3,58,0,0,0,23237,138,13,0,4,160,-63.7,Suy giam manh (<-20%)
VN,Vi?t Nam,2020,1,Q1,6,0,0,0,6,0,31,0,0,,,-- Thang dau --
VN,Vi?t Nam,2020,2,Q1,10,0,0,0,16,0,29,0,0,6,66.7,Dang tang nhanh (>20%)
VN,Vi?t Nam,2020,3,Q1,202,0,0,0,218,0,31,0,7,10,1920,Bung phat cuc manh (>100%)
VN,Vi?t Nam,2020,4,Q2,52,0,0,0,270,0,30,0,2,202,-74.3,Suy giam manh (<-20%)
VN,Vi?t Nam,2020,5,Q2,58,0,0,0,328,0,31,0,2,52,11.5,Tang nhe (0-20%)
VN,Vi?t Nam,2020,6,Q2,27,0,0,0,355,0,30,0,1,58,-53.4,Suy giam manh (<-20%)
VN,Vi?t Nam,2020,7,Q3,235,3,0,0,590,3,31,1.277,8,27,770.4,Bung phat cuc manh (>100%)
VN,Vi?t Nam,2020,8,Q3,454,31,0,0,1044,34,31,6.828,15,235,93.2,Dang tang nhanh (>20%)
VN,Vi?t Nam,2020,9,Q3,51,1,0,0,1095,35,30,1.961,2,454,-88.8,Suy giam manh (<-20%)
VN,Vi?t Nam,2020,10,Q4,85,0,0,0,1180,35,31,0,3,51,66.7,Dang tang nhanh (>20%)
VN,Vi?t Nam,2020,11,Q4,171,0,0,0,1351,35,30,0,6,85,101.2,Bung phat cuc manh (>100%)
VN,Vi?t Nam,2020,12,Q4,123,0,0,0,1474,35,31,0,4,171,-28.1,Suy giam manh (<-20%)
VN,Vi?t Nam,2021,1,Q1,377,0,0,0,1851,35,31,0,12,123,206.5,Bung phat cuc manh (>100%)
VN,Vi?t Nam,2021,2,Q1,621,0,0,0,2472,35,28,0,22,377,64.7,Dang tang nhanh (>20%)
VN,Vi?t Nam,2021,3,Q1,145,0,0,0,2617,35,31,0,5,621,-76.7,Suy giam manh (<-20%)
VN,Vi?t Nam,2021,4,Q2,325,0,0,0,2942,35,30,0,11,145,124.1,Bung phat cuc manh (>100%)
VN,Vi?t Nam,2021,5,Q2,4683,13,0,0,7625,48,31,0.278,151,325,1340.9,Bung phat cuc manh (>100%)
VN,Vi?t Nam,2021,6,Q2,10102,39,0,0,17727,87,30,0.386,337,4683,115.7,Bung phat cuc manh (>100%)
VN,Vi?t Nam,2021,7,Q3,139780,1219,0,0,157507,1306,31,0.872,4509,10102,1283.7,Bung phat cuc manh (>100%)
VN,Vi?t Nam,2021,8,Q3,316023,10562,0,0,473530,11868,31,3.342,10194,139780,126.1,Bung phat cuc manh (>100%)
VN,Vi?t Nam,2021,9,Q3,324182,7569,0,8251534,797712,19437,30,2.335,10806,316023,2.6,Tang nhe (0-20%)
VN,Vi?t Nam,2021,10,Q4,129008,2698,0,6494133,926720,22135,31,2.091,4162,324182,-60.2,Suy giam manh (<-20%)
VN,Vi?t Nam,2021,11,Q4,325870,3313,0,6151891,1252590,25448,30,1.017,10862,129008,152.6,Bung phat cuc manh (>100%)
VN,Vi?t Nam,2021,12,Q4,493502,7162,0,4090727,1746092,32610,31,1.451,15919,325870,51.4,Dang tang nhanh (>20%)
VN,Vi?t Nam,2022,1,Q1,540658,5167,0,1892555,2286750,37777,31,0.956,17441,493502,9.6,Tang nhe (0-20%)
VN,Vi?t Nam,2022,2,Q1,1270879,2561,0,889899,3557629,40338,28,0.202,45389,540658,135.1,Bung phat cuc manh (>100%)
VN,Vi?t Nam,2022,3,Q1,6093034,2188,0,1206209,9650663,42526,31,0.036,196549,1270879,379.4,Bung phat cuc manh (>100%)
VN,Vi?t Nam,2022,4,Q2,1002863,516,0,216951,10653526,43042,30,0.051,33429,6093034,-83.5,Suy giam manh (<-20%)
VN,Vi?t Nam,2022,5,Q2,66900,37,0,0,10720426,43079,31,0.055,2158,1002863,-93.3,Suy giam manh (<-20%)
VN,Vi?t Nam,2022,6,Q2,26971,8,0,0,10747397,43087,30,0.03,899,66900,-59.7,Suy giam manh (<-20%)
VN,Vi?t Nam,2022,7,Q3,33612,6,0,0,10781009,43093,31,0.018,1084,26971,24.6,Dang tang nhanh (>20%)
VN,Vi?t Nam,2022,8,Q3,633350,24,0,0,11414359,43117,31,0.004,20431,33612,1784.3,Bung phat cuc manh (>100%)
VN,Vi?t Nam,2022,9,Q3,33675,15,0,0,11448034,43132,13,0.045,2590,633350,-94.7,Suy giam manh (<-20%)
